Site	Sample	N	E	Salinity	ID	N_dots	L
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	8
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	8
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	8
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	9
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	9
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	9
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	9
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	9
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	9
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	10
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	10
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	10
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	10
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	11
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	11
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	11
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	11
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	12
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	12
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	14
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	15
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	23
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	18
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	23
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	24
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	22
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	22
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	24
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	22
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	23
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	23
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	23
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	23
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	23
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	24
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	24
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	24
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	19
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	17
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	14
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	16
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	22
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	23
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	18
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	13
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	14
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	15
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	20
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	16
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	21
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	15
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	16
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	15
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	13
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	14
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	16
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	16
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	17
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	17
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	15
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	15
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	16
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	13
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	17
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	13
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	13
Mamont	Mam_3	59.563192	150.769422	30	NA	NA	14
Mamont	Mam_3	59.563192	150.769422	30	1	5	26.2
Mamont	Mam_3	59.563192	150.769422	30	2	17	30.7
Mamont	Mam_3	59.563192	150.769422	30	3	19	26.8
Mamont	Mam_3	59.563192	150.769422	30	4	6	36.5
Mamont	Mam_3	59.563192	150.769422	30	5	6	25.8
Mamont	Mam_3	59.563192	150.769422	30	6	5	26.3
Mamont	Mam_3	59.563192	150.769422	30	7	4	25.3
Mamont	Mam_3	59.563192	150.769422	30	8	2	28.0
Mamont	Mam_3	59.563192	150.769422	30	9	17	25.2
Mamont	Mam_3	59.563192	150.769422	30	10	6	23.3
Mamont	Mam_3	59.563192	150.769422	30	11	6	27.6
Mamont	Mam_3	59.563192	150.769422	30	12	2	21.3
Mamont	Mam_3	59.563192	150.769422	30	13	2	23.5
Mamont	Mam_3	59.563192	150.769422	30	14	13	39.6
Mamont	Mam_3	59.563192	150.769422	30	15	10	29.5
Mamont	Mam_3	59.563192	150.769422	30	16	3	24.7
Mamont	Mam_3	59.563192	150.769422	30	17	4	26.0
Mamont	Mam_3	59.563192	150.769422	30	18	2	22.2
Mamont	Mam_3	59.563192	150.769422	30	19	5	29.7
Mamont	Mam_3	59.563192	150.769422	30	20	2	29.9
Mamont	Mam_3	59.563192	150.769422	30	21	2	24.0
Mamont	Mam_3	59.563192	150.769422	30	22	4	23.0
Mamont	Mam_3	59.563192	150.769422	30	23	12	22.0
Mamont	Mam_3	59.563192	150.769422	30	24	8	24.0
Mamont	Mam_3	59.563192	150.769422	30	25	5	22.3
Mamont	Mam_3	59.563192	150.769422	30	26	3	25.7
Mamont	Mam_3	59.563192	150.769422	30	27	0	23.5
Mamont	Mam_3	59.563192	150.769422	30	28	2	29.7
Mamont	Mam_3	59.563192	150.769422	30	29	4	23.8
Mamont	Mam_3	59.563192	150.769422	30	30	4	22.9
Mamont	Mam_3	59.563192	150.769422	30	31	6	20.3
Mamont	Mam_3	59.563192	150.769422	30	32	5	25.4
Mamont	Mam_3	59.563192	150.769422	30	33	8	19.5
Mamont	Mam_3	59.563192	150.769422	30	34	12	13.5
Mamont	Mam_3	59.563192	150.769422	30	35	10	21.6
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	41
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	10
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	6
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	6
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	5
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	34
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	29
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	34
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	27
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	43
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	34
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	43
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	30
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	29
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	23
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	35
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	45
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	35
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	42
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	25
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	39
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	27
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	35
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	35
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	28
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	18
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	39
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	32
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	28
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	25
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	19
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	22
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	22
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	35
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	21
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	34
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	27
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_3	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	43
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	41
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	39
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	38
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	39
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	41
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	41
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	38
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	42
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	25
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	12
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	41
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	41
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	30
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	34
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	38
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	28
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	6
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	32
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	34
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	30
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	35
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	32
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	35
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	30
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	41
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	13
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	32
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	35
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	34
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	17
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	32
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	33
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	27
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	31
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	32
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	11
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	30
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	37
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	30
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	11
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	24
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	22
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	18
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	30
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	36
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	30
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	40
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	35
Nukla_Horizontal	Nuk_I_1	59.578253	151.127112	30	NA	NA	7
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	34
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	44
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	43
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	40
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	35
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	32
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	34
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	32
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	32
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	41
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	38
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	35
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	38
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	35
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	36
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	37
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	17
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	16
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	15
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	11
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	13
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	14
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	13
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	36
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	33
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	15
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	39
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	36
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	37
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	24
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	24
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	34
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	32
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	32
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	35
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	18
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	17
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	13
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	11
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	17
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	15
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	27
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	35
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	33
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	31
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	32
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	31
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	33
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	23
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	31
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	31
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	31
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	27
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	24
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	16
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	15
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	13
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	18
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	16
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	15
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	15
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	33
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	31
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	26
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	21
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	30
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	23
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	31
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	34
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	25
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	21
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	22
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	24
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	23
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	16
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	14
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	21
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	21
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	15
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	16
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	14
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	13
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	13
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	18
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	18
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	21
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	23
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	22
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	21
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	19
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	21
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	17
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	16
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	21
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	17
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	19
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	16
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	12
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	15
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	14
Mgadanka_Mouth	UM_3	59.538510	150.898869	32	NA	NA	20
